date,pcp,evap,debit
2006-01-16,0.0,5.79,0.332
2006-01-17,0.0,5.88,0.315
2006-01-18,0.0,5.59,0.3
2006-01-19,0.0,5.99,0.285
2006-01-20,0.0,6.08,0.27
2006-01-21,0.0,6.2,0.257
2006-01-22,0.7,6.38,0.244
2006-01-23,0.0,5.62,0.232
2006-01-24,0.0,5.91,0.22
2006-01-25,0.0,5.94,0.209
2006-01-26,0.0,5.93,0.199
2006-01-27,0.0,5.8,0.189
2006-01-28,0.0,5.57,0.179
2006-01-29,2.6,6.07,0.17
2006-01-30,0.0,5.84,0.162
2006-01-31,0.0,6.13,0.154
2006-02-01,0.0,5.89,0.146
2006-02-02,0.0,5.82,0.139
2006-02-03,0.0,6.25,0.132
2006-02-04,0.0,6.24,0.125
2006-02-05,0.0,6.4,0.119
2006-02-06,0.0,6.9,0.113
2006-02-07,0.0,6.35,0.107
2006-02-08,0.0,6.44,0.102
2006-02-09,7.9,5.99,0.097
2006-02-10,0.0,5.95,0.092
2006-02-11,0.0,6.83,0.087
2006-02-12,0.0,6.1,0.083
2006-02-13,0.0,6.08,0.079
2006-02-14,0.0,6.4,0.075
2006-02-15,0.0,6.4,0.071
2006-02-16,0.0,6.18,0.068
2006-02-17,0.0,6.38,0.064
2006-02-18,0.0,6.85,0.061
2006-02-19,0.0,6.26,0.058
2006-02-20,0.0,6.1,0.055
2006-02-21,0.0,6.81,0.052
2006-02-22,0.0,6.69,0.05
2006-02-23,0.0,6.37,0.047
2006-02-24,44.8,6.1,0.045
2006-02-25,0.0,6.36,0.043
2006-02-26,0.0,6.58,0.041
2006-02-27,0.0,6.96,0.038
2006-02-28,0.0,6.31,0.037
2006-03-01,0.0,6.6,0.035
2006-03-02,0.0,6.84,0.033
2006-03-03,0.0,5.93,0.031
2006-03-04,0.0,6.96,0.03
2006-03-05,0.0,6.31,0.028
2006-03-06,0.0,6.77,0.027
2006-03-07,0.0,6.75,0.026
2006-03-08,0.0,7.0,0.024
2006-03-09,0.0,6.85,0.023
2006-03-10,0.0,5.98,0.022
2006-03-11,0.0,6.46,0.021
2006-03-12,0.0,6.74,0.02
2006-03-13,0.0,6.64,0.019
2006-03-14,0.0,6.84,0.018
2006-03-15,0.0,6.94,0.017
2006-03-16,0.0,6.88,0.016
2006-03-17,0.0,6.64,0.015
2006-03-18,0.0,6.14,0.015
2006-03-19,0.0,6.56,0.014
2006-03-20,0.0,6.82,0.013
2006-03-21,0.0,6.36,0.012
2006-03-22,10.9,6.88,0.012
2006-03-23,0.0,6.96,0.011
2006-03-24,0.0,6.72,0.011
2006-03-25,0.0,5.75,0.01
2006-03-26,0.0,6.28,0.01
2006-03-27,0.0,7.23,0.009
2006-03-28,0.0,6.49,0.009
2006-03-29,0.0,6.05,0.008
2006-03-30,0.0,7.01,0.008
2006-03-31,0.0,6.63,0.007
2006-04-01,0.0,6.95,0.007
2006-04-02,0.0,6.69,0.007
2006-04-03,0.0,6.73,0.006
2006-04-04,0.0,6.69,0.006
2006-04-05,0.0,6.78,0.006
2006-04-06,0.0,7.24,0.005
2006-04-07,0.0,6.84,0.005
2006-04-08,0.0,6.06,0.005
2006-04-09,0.0,6.65,0.005
2006-04-10,0.0,6.84,0.004
2006-04-11,0.0,6.84,0.004
2006-04-12,0.7,6.34,0.004
2006-04-13,0.0,6.8,0.004
2006-04-14,0.0,6.71,0.004
2006-04-15,0.0,7.19,0.003
2006-04-16,0.0,6.17,0.003
2006-04-17,0.0,6.22,0.003
2006-04-18,0.0,6.26,0.003
2006-04-19,0.0,6.19,0.003
2006-04-20,5.6,6.05,0.003
2006-04-21,0.0,5.46,0.003
2006-04-22,0.0,6.14,0.002
2006-04-23,0.0,6.36,0.002
2006-04-24,0.0,6.08,0.002
2006-04-25,0.0,6.78,0.002
2006-04-26,0.0,6.18,0.002
2006-04-27,0.0,6.54,0.002
2006-04-28,0.0,6.2,0.002
2006-04-29,0.0,6.35,0.002
2006-04-30,0.0,6.16,0.002
2006-05-01,0.0,6.46,0.002
2006-05-02,0.0,6.04,0.001
2006-05-03,10.4,6.14,0.001
2006-05-04,12.0,6.07,0.001
2006-05-05,0.0,5.85,0.001
2006-05-06,0.0,6.03,0.001
2006-05-07,0.0,6.55,0.001
2006-05-08,0.0,5.77,0.001
2006-05-09,0.0,5.94,0.001
2006-05-10,0.0,6.16,0.001
2006-05-11,0.0,6.1,0.001
2006-05-12,0.0,5.73,0.001
2006-05-13,0.0,4.98,0.001
2006-05-14,0.0,5.82,0.001
2006-05-15,0.0,4.96,0.001
2006-05-16,0.0,6.04,0.001
2006-05-17,0.0,5.61,0.001
2006-05-18,2.0,5.83,0.001
2006-05-19,0.0,5.23,0.001
2006-05-20,13.0,5.0,0.001
2006-05-21,2.7,5.51,0.001
2006-05-22,8.8,5.38,0.001
2006-05-23,0.0,5.21,0.0
2006-05-24,0.0,5.35,0.0
2006-05-25,0.0,6.12,0.0
2006-05-26,0.0,5.5,0.0
2006-05-27,7.9,5.53,0.0
2006-05-28,0.0,5.43,0.0
2006-05-29,13.3,5.59,0.0
2006-05-30,1.7,5.05,0.0
2006-05-31,0.0,4.46,0.0
2006-06-01,11.9,4.98,0.0
2006-06-02,9.5,5.24,0.0
2006-06-03,0.0,4.67,0.0
2006-06-04,0.0,4.87,0.0
2006-06-05,3.2,4.68,0.0
2006-06-06,0.0,5.3,0.0
2006-06-07,0.0,5.04,0.0
2006-06-08,26.1,4.97,0.0
2006-06-09,88.4,4.92,0.0
2006-06-10,0.0,4.69,0.0
2006-06-11,0.0,4.72,0.0
2006-06-12,0.0,4.27,0.0
2006-06-13,0.0,3.93,0.0
2006-06-14,36.6,4.59,0.0
2006-06-15,0.0,4.61,0.0
2006-06-16,0.0,4.84,0.0
2006-06-17,19.0,4.91,0.0
2006-06-18,0.0,4.87,0.0
2006-06-19,21.6,4.06,10.421
2006-06-20,0.0,4.22,1.291
2006-06-21,0.0,4.43,1.227
2006-06-22,0.0,5.01,1.165
2006-06-23,0.0,4.65,1.107
2006-06-24,0.0,4.51,1.052
2006-06-25,12.0,4.02,0.999
2006-06-26,11.1,3.83,0.949
2006-06-27,0.0,4.3,0.902
2006-06-28,13.9,3.69,1.617
2006-06-29,37.3,3.92,134.196
2006-06-30,8.2,3.92,34.469
2006-07-01,0.0,4.39,18.628
2006-07-02,22.6,3.77,75.656
2006-07-03,0.0,3.11,23.993
2006-07-04,53.6,3.96,208.814
2006-07-05,7.4,3.56,60.038
2006-07-06,0.0,3.75,44.369
2006-07-07,12.1,3.67,61.088
2006-07-08,10.3,3.58,69.223
2006-07-09,1.7,3.87,43.595
2006-07-10,0.0,3.13,41.415
2006-07-11,9.5,3.4,42.988
2006-07-12,47.4,3.73,212.206
2006-07-13,17.0,3.31,112.21
2006-07-14,6.6,2.98,75.896
2006-07-15,15.2,3.63,106.36
2006-07-16,0.0,3.73,62.877
2006-07-17,25.9,3.35,135.109
2006-07-18,16.0,2.74,119.035
2006-07-19,0.0,3.51,69.343
2006-07-20,0.0,2.77,65.876
2006-07-21,9.6,3.33,63.096
2006-07-22,6.7,2.94,74.531
2006-07-23,11.2,2.82,91.863
2006-07-24,0.0,3.01,59.628
2006-07-25,19.6,3.06,110.84
2006-07-26,25.7,2.89,151.611
2006-07-27,17.3,3.23,124.971
2006-07-28,18.3,2.89,133.844
2006-07-29,17.6,3.29,133.461
2006-07-30,10.2,3.05,108.135
2006-07-31,0.0,2.73,79.143
2006-08-01,0.0,2.66,75.186
2006-08-02,0.0,2.4,71.427
2006-08-03,0.0,2.95,67.856
2006-08-04,17.9,2.73,83.452
2006-08-05,0.0,2.1,63.593
2006-08-06,0.0,2.63,60.413
2006-08-07,0.0,2.5,57.392
2006-08-08,0.0,3.22,54.523
2006-08-09,7.0,2.21,51.797
2006-08-10,9.5,2.27,56.841
2006-08-11,44.2,3.01,212.166
2006-08-12,7.0,3.06,81.421
2006-08-13,30.5,2.41,176.518
2006-08-14,17.8,2.43,136.408
2006-08-15,8.9,2.78,103.325
2006-08-16,0.0,1.88,77.971
2006-08-17,0.0,2.0,74.073
2006-08-18,0.0,2.46,70.369
2006-08-19,1.5,2.99,66.851
2006-08-20,0.0,2.38,63.508
2006-08-21,0.0,2.52,60.333
2006-08-22,0.0,2.82,57.316
2006-08-23,0.0,3.1,54.45
2006-08-24,0.0,2.28,51.728
2006-08-25,11.2,2.43,49.141
2006-08-26,0.0,2.97,46.684
2006-08-27,0.0,1.96,44.35
2006-08-28,3.0,2.71,42.133
2006-08-29,21.5,2.08,57.399
2006-08-30,29.1,2.41,146.752
2006-08-31,11.6,2.3,88.51
2006-09-01,0.0,2.07,53.407
2006-09-02,0.0,2.06,50.737
2006-09-03,14.8,2.43,81.362
2006-09-04,1.1,2.64,49.899
2006-09-05,0.0,2.29,47.404
2006-09-06,11.7,2.35,67.302
2006-09-07,0.0,2.49,45.542
2006-09-08,0.0,2.02,43.265
2006-09-09,0.0,2.53,41.101
2006-09-10,8.1,2.55,39.046
2006-09-11,0.0,3.09,37.094
2006-09-12,0.0,2.19,35.239
2006-09-13,32.0,2.16,126.724
2006-09-14,0.0,2.53,43.358
2006-09-15,0.0,2.55,41.19
2006-09-16,0.0,2.14,39.131
2006-09-17,5.5,2.18,37.174
2006-09-18,28.9,2.47,126.043
2006-09-19,0.0,2.06,44.792
2006-09-20,7.3,2.19,54.813
2006-09-21,0.0,2.34,41.944
2006-09-22,0.0,2.62,39.847
2006-09-23,35.5,2.14,151.56
2006-09-24,0.0,1.78,50.051
2006-09-25,0.0,1.76,47.549
2006-09-26,0.0,1.96,45.171
2006-09-27,0.0,1.96,42.913
2006-09-28,0.0,2.31,40.767
2006-09-29,15.2,2.01,53.42
2006-09-30,10.2,2.17,70.677
2006-10-01,0.0,2.15,40.655
2006-10-02,0.0,2.27,38.623
2006-10-03,0.0,2.81,36.691
2006-10-04,8.7,2.62,34.857
2006-10-05,0.0,2.44,33.114
2006-10-06,3.5,2.31,31.458
2006-10-07,0.0,2.33,29.885
2006-10-08,0.0,2.57,28.391
2006-10-09,0.0,2.67,26.972
2006-10-10,0.0,2.23,25.623
2006-10-11,3.2,2.53,24.342
2006-10-12,0.0,1.93,23.125
2006-10-13,0.0,2.62,21.969
2006-10-14,0.0,2.8,20.87
2006-10-15,0.0,2.51,19.827
2006-10-16,0.0,3.16,18.835
2006-10-17,0.0,2.37,17.893
2006-10-18,0.0,2.72,16.999
2006-10-19,0.0,2.66,16.149
2006-10-20,0.0,2.66,15.341
2006-10-21,0.0,2.68,14.574
2006-10-22,0.0,2.77,13.846
2006-10-23,0.0,3.02,13.153
2006-10-24,0.0,3.2,12.496
2006-10-25,0.0,2.81,11.871
2006-10-26,0.0,3.08,11.277
2006-10-27,0.0,2.65,10.713
2006-10-28,0.0,3.11,10.178
2006-10-29,0.0,2.68,9.669
2006-10-30,0.0,3.26,9.185
2006-10-31,0.0,3.63,8.726
2006-11-01,0.0,2.95,8.29
2006-11-02,0.0,2.36,7.875
2006-11-03,0.0,2.88,7.482
2006-11-04,0.0,3.45,7.108
2006-11-05,0.0,3.27,6.752
2006-11-06,0.0,3.21,6.415
2006-11-07,10.4,3.47,6.094
2006-11-08,0.0,3.34,5.789
2006-11-09,0.0,3.59,5.5
2006-11-10,0.0,3.53,5.225
2006-11-11,0.0,3.74,4.963
2006-11-12,0.0,3.43,4.715
2006-11-13,0.0,3.62,4.48
2006-11-14,0.0,3.29,4.256
2006-11-15,0.0,3.24,4.043
2006-11-16,0.0,3.96,3.841
2006-11-17,0.0,3.55,3.649
2006-11-18,0.0,3.76,3.466
2006-11-19,0.0,3.59,3.293
2006-11-20,0.0,3.41,3.128
2006-11-21,0.0,3.62,2.972
2006-11-22,0.0,4.09,2.823
2006-11-23,0.0,3.86,2.682
2006-11-24,0.0,3.21,2.548
2006-11-25,0.0,3.7,2.421
2006-11-26,0.0,4.33,2.3
2006-11-27,0.0,3.77,2.185
2006-11-28,0.0,3.33,2.075
2006-11-29,0.0,4.47,1.972
2006-11-30,0.0,4.15,1.873
2006-12-01,0.0,3.96,1.779
2006-12-02,0.0,3.9,1.69
2006-12-03,9.2,4.38,1.606
2006-12-04,2.9,3.93,1.526
2006-12-05,0.0,4.47,1.449
2006-12-06,0.0,4.33,1.377
2006-12-07,0.0,4.27,1.308
2006-12-08,4.1,4.28,1.243
2006-12-09,7.0,4.22,1.18
2006-12-10,0.0,4.63,1.121
2006-12-11,0.0,4.09,1.065
2006-12-12,0.0,3.9,1.012
2006-12-13,0.0,4.61,0.961
2006-12-14,0.0,4.65,0.913
2006-12-15,0.0,4.65,0.868
2006-12-16,0.0,4.66,0.824
2006-12-17,0.0,4.48,0.783
2006-12-18,0.0,4.85,0.744
2006-12-19,0.0,4.64,0.707
2006-12-20,0.0,4.55,0.671
2006-12-21,0.0,4.64,0.638
2006-12-22,0.0,5.37,0.606
2006-12-23,0.0,4.28,0.576
2006-12-24,0.0,4.99,0.547
2006-12-25,0.0,4.38,0.52
2006-12-26,0.0,4.88,0.494
2006-12-27,0.0,4.82,0.469
2006-12-28,0.0,4.36,0.445
2006-12-29,0.0,5.14,0.423
2006-12-30,0.0,4.95,0.402
2006-12-31,0.0,4.47,0.382
2007-01-01,0.0,5.4,0.363
2007-01-02,0.0,5.61,0.345
2007-01-03,0.0,5.66,0.327
2007-01-04,0.0,5.36,0.311
2007-01-05,0.0,5.3,0.296
2007-01-06,0.0,5.72,0.281
2007-01-07,0.0,5.86,0.267
2007-01-08,0.0,5.73,0.253
2007-01-09,0.0,5.15,0.241
2007-01-10,0.0,5.52,0.229
2007-01-11,0.0,5.63,0.217
2007-01-12,0.0,4.99,0.206
2007-01-13,0.0,5.7,0.196
2007-01-14,0.0,6.28,0.186
2007-01-15,0.0,5.82,0.177
2007-01-16,0.0,6.1,0.168
2007-01-17,0.0,5.75,0.16
2007-01-18,0.0,5.7,0.152
2007-01-19,0.0,5.87,0.144
2007-01-20,0.0,5.54,0.137
2007-01-21,0.0,5.53,0.13
2007-01-22,0.0,6.23,0.124
2007-01-23,0.0,6.29,0.117
2007-01-24,0.0,5.61,0.112
2007-01-25,0.0,6.23,0.106
2007-01-26,0.0,5.94,0.101
2007-01-27,0.0,6.09,0.096
2007-01-28,0.0,6.16,0.091
2007-01-29,0.0,6.34,0.086
2007-01-30,0.0,6.1,0.082
2007-01-31,0.0,6.52,0.078
2007-02-01,0.0,6.22,0.074
2007-02-02,0.0,6.34,0.07
2007-02-03,0.0,5.93,0.067
2007-02-04,0.0,6.85,0.063
2007-02-05,0.0,6.36,0.06
2007-02-06,0.0,6.46,0.057
2007-02-07,0.0,5.79,0.054
2007-02-08,0.0,6.04,0.052
2007-02-09,0.0,6.68,0.049
2007-02-10,0.0,6.42,0.047
2007-02-11,0.0,5.78,0.044
2007-02-12,0.0,6.69,0.042
2007-02-13,0.0,6.23,0.04
2007-02-14,0.0,6.84,0.038
2007-02-15,0.0,6.41,0.036
2007-02-16,0.0,6.51,0.034
2007-02-17,0.0,6.82,0.033
2007-02-18,0.0,6.21,0.031
2007-02-19,0.0,6.2,0.029
2007-02-20,0.0,6.46,0.028
2007-02-21,0.0,6.78,0.027
2007-02-22,0.0,6.15,0.025
2007-02-23,0.0,6.06,0.024
2007-02-24,0.0,6.82,0.023
2007-02-25,0.0,6.4,0.022
2007-02-26,0.0,6.48,0.021
2007-02-27,0.0,6.05,0.019
2007-02-28,0.0,6.41,0.019
2007-03-01,0.0,6.62,0.018
2007-03-02,0.0,6.92,0.017
2007-03-03,0.0,6.41,0.016
2007-03-04,0.0,7.15,0.015
2007-03-05,0.0,6.46,0.014
2007-03-06,0.0,6.46,0.014
2007-03-07,0.0,7.13,0.013
2007-03-08,0.0,6.74,0.012
2007-03-09,0.0,6.52,0.012
2007-03-10,0.0,6.64,0.011
2007-03-11,0.0,7.1,0.011
2007-03-12,0.0,7.13,0.01
2007-03-13,0.0,6.45,0.01
2007-03-14,0.0,6.69,0.009
2007-03-15,0.0,6.73,0.009
2007-03-16,0.0,6.4,0.008
2007-03-17,0.0,6.68,0.008
2007-03-18,0.0,6.7,0.007
2007-03-19,0.0,7.04,0.007
2007-03-20,0.0,7.06,0.007
2007-03-21,0.0,6.59,0.006
2007-03-22,0.0,6.62,0.006
2007-03-23,0.0,6.88,0.006
2007-03-24,0.0,6.5,0.005
2007-03-25,0.0,6.85,0.005
2007-03-26,0.0,6.64,0.005
2007-03-27,0.0,6.37,0.005
2007-03-28,0.0,6.37,0.004
2007-03-29,0.0,7.08,0.004
2007-03-30,0.0,6.59,0.004
2007-03-31,0.0,7.12,0.004
2007-04-01,0.0,6.46,0.004
2007-04-02,0.0,6.69,0.003
2007-04-03,0.0,7.31,0.003
2007-04-04,0.0,6.27,0.003
2007-04-05,0.0,6.0,0.003
2007-04-06,0.0,6.94,0.003
2007-04-07,0.0,6.3,0.003
2007-04-08,0.0,6.52,0.003
2007-04-09,0.0,6.34,0.002
2007-04-10,0.0,6.58,0.002
2007-04-11,0.0,6.2,0.002
2007-04-12,0.0,6.41,0.002
2007-04-13,0.0,6.58,0.002
2007-04-14,0.0,6.13,0.002
2007-04-15,0.0,6.2,0.002
2007-04-16,5.1,6.29,0.002
2007-04-17,0.0,5.95,0.002
2007-04-18,0.0,6.23,0.002
2007-04-19,0.0,6.37,0.001
2007-04-20,0.0,6.19,0.001
2007-04-21,0.0,6.21,0.001
2007-04-22,0.0,6.26,0.001
2007-04-23,0.0,6.05,0.001
2007-04-24,2.6,6.43,0.001
2007-04-25,0.0,6.63,0.001
2007-04-26,0.0,6.04,0.001
2007-04-27,0.0,6.3,0.001
2007-04-28,0.0,6.05,0.001
2007-04-29,0.0,6.21,0.001
2007-04-30,0.0,6.54,0.001
2007-05-01,0.0,6.2,0.001
2007-05-02,0.0,5.49,0.001
2007-05-03,0.0,6.13,0.001
2007-05-04,0.0,6.33,0.001
2007-05-05,0.0,5.87,0.001
2007-05-06,0.0,6.2,0.001
2007-05-07,0.0,5.67,0.001
2007-05-08,3.4,5.4,0.001
2007-05-09,0.5,5.86,0.001
2007-05-10,19.4,5.26,0.0
2007-05-11,0.0,5.68,0.0
2007-05-12,0.0,6.11,0.0
2007-05-13,40.5,5.12,0.0
2007-05-14,0.0,5.28,0.0
2007-05-15,0.0,5.32,0.0
2007-05-16,7.4,5.58,0.0
2007-05-17,0.0,5.45,0.0
2007-05-18,0.0,5.95,0.0
2007-05-19,0.0,5.78,0.0
2007-05-20,0.0,5.61,0.0
2007-05-21,0.0,5.47,0.0
2007-05-22,0.0,5.51,0.0
2007-05-23,0.0,5.1,0.0
2007-05-24,0.0,5.58,0.0
2007-05-25,0.0,4.96,0.0
2007-05-26,0.0,5.5,0.0
2007-05-27,0.0,5.57,0.0
2007-05-28,42.0,5.24,0.0
2007-05-29,1.4,5.09,0.0
2007-05-30,0.0,5.23,0.0
2007-05-31,0.0,4.21,0.0
2007-06-01,0.0,5.13,0.0
2007-06-02,0.0,4.97,0.0
2007-06-03,6.4,4.95,0.0
2007-06-04,9.7,5.14,0.0
2007-06-05,0.0,4.87,0.0
2007-06-06,37.8,4.51,0.0
2007-06-07,0.0,4.77,0.0
2007-06-08,0.0,4.8,0.0
2007-06-09,0.0,4.77,0.0
2007-06-10,0.0,4.75,0.0
2007-06-11,0.0,4.97,0.0
2007-06-12,0.0,4.3,0.0
2007-06-13,34.2,4.64,0.0
2007-06-14,0.0,4.94,0.0
2007-06-15,0.0,3.99,0.0
2007-06-16,24.4,4.53,0.0
2007-06-17,0.0,4.26,0.0
2007-06-18,0.0,4.29,0.0
2007-06-19,44.4,4.09,0.0
2007-06-20,0.0,4.27,0.0
2007-06-21,0.0,4.84,0.0
2007-06-22,0.0,3.87,0.0
2007-06-23,21.1,3.86,0.0
2007-06-24,0.0,3.78,0.0
2007-06-25,0.0,4.65,0.0
2007-06-26,0.0,3.96,0.0
2007-06-27,7.0,4.05,0.0
2007-06-28,5.9,3.9,0.0
2007-06-29,0.0,3.7,0.0
2007-06-30,30.5,3.88,8.613
2007-07-01,10.8,4.65,25.625
2007-07-02,8.1,4.29,19.27
2007-07-03,0.0,3.59,5.739
2007-07-04,0.0,4.0,5.452
2007-07-05,0.0,3.52,5.18
2007-07-06,0.0,3.2,4.921
2007-07-07,0.0,4.0,4.675
2007-07-08,0.0,4.01,4.441
2007-07-09,1.0,3.94,4.219
2007-07-10,0.0,3.45,4.008
2007-07-11,1.0,3.51,3.808
2007-07-12,0.0,3.75,3.617
2007-07-13,7.3,3.61,3.436
2007-07-14,0.0,3.34,3.264
2007-07-15,0.0,2.94,3.101
2007-07-16,3.8,3.43,2.946
2007-07-17,0.0,3.68,2.799
2007-07-18,36.4,2.97,2.659
2007-07-19,18.5,3.49,54.975
2007-07-20,21.5,3.36,81.333
2007-07-21,11.8,3.46,50.731
2007-07-22,0.0,3.46,20.684
2007-07-23,0.0,2.96,19.65
2007-07-24,29.9,2.66,102.297
2007-07-25,0.0,2.95,28.097
2007-07-26,0.0,3.35,26.692
2007-07-27,0.0,2.89,25.358
2007-07-28,70.7,2.82,259.413
2007-07-29,0.0,2.45,52.045
2007-07-30,15.2,3.5,86.534
2007-07-31,0.0,3.19,51.567
2007-08-01,0.0,3.15,48.988
2007-08-02,0.0,3.18,46.539
2007-08-03,6.1,3.04,44.212
2007-08-04,56.7,2.77,232.927
2007-08-05,0.0,2.77,63.559
2007-08-06,5.1,2.66,60.381
2007-08-07,24.1,3.56,138.215
2007-08-08,0.0,2.91,64.513
2007-08-09,0.0,2.58,61.287
2007-08-10,17.6,2.84,95.656
2007-08-11,8.3,2.38,83.589
2007-08-12,0.0,3.11,59.882
2007-08-13,22.8,2.44,125.906
2007-08-14,12.9,2.77,103.045
2007-08-15,11.3,2.92,97.94
2007-08-16,30.1,2.69,174.85
2007-08-17,0.0,2.59,75.693
2007-08-18,26.5,2.55,157.32
2007-08-19,7.1,2.51,97.224
2007-08-20,0.0,2.34,77.223
2007-08-21,28.1,2.36,166.899
2007-08-22,26.0,2.92,173.444
2007-08-23,0.0,2.43,88.64
2007-08-24,0.0,2.21,84.208
2007-08-25,7.3,2.28,81.803
2007-08-26,4.6,2.75,83.608
2007-08-27,7.9,2.61,94.449
2007-08-28,0.2,2.57,72.277
2007-08-29,0.0,2.31,68.663
2007-08-30,0.0,2.55,65.23
2007-08-31,0.0,2.18,61.968
2007-09-01,0.0,2.28,58.87
2007-09-02,23.8,2.64,95.27
2007-09-03,0.0,2.61,58.005
2007-09-04,0.0,2.04,55.105
2007-09-05,12.9,2.07,77.297
2007-09-06,0.0,2.36,52.823
2007-09-07,35.9,2.84,172.891
2007-09-08,0.0,1.74,62.878
2007-09-09,0.0,2.39,59.734
2007-09-10,5.7,1.89,56.748
2007-09-11,0.0,2.11,53.91
2007-09-12,33.8,2.19,168.053
2007-09-13,0.0,2.17,63.132
2007-09-14,6.3,2.14,68.006
2007-09-15,17.1,2.3,117.069
2007-09-16,0.0,2.14,62.396
2007-09-17,0.0,1.86,59.276
2007-09-18,18.3,2.54,103.526
2007-09-19,0.0,2.53,59.347
2007-09-20,11.8,2.56,83.291
2007-09-21,0.0,1.85,56.895
2007-09-22,0.0,2.41,54.051
2007-09-23,14.3,2.53,81.612
2007-09-24,0.0,2.02,52.531
2007-09-25,0.0,2.34,49.904
2007-09-26,0.0,2.31,47.409
2007-09-27,0.0,2.9,45.039
2007-09-28,0.0,2.94,42.787
2007-09-29,0.0,1.87,40.647
2007-09-30,0.0,3.12,38.615
2007-10-01,0.0,2.11,36.684
2007-10-02,0.0,2.69,34.85
2007-10-03,0.0,2.7,33.107
2007-10-04,0.0,2.12,31.452
2007-10-05,0.0,2.58,29.879
2007-10-06,0.0,2.41,28.386
2007-10-07,0.0,2.63,26.966
2007-10-08,0.0,2.54,25.618
2007-10-09,0.0,2.85,24.337
2007-10-10,0.0,2.53,23.12
2007-10-11,0.0,2.47,21.964
2007-10-12,0.0,2.87,20.866
2007-10-13,0.0,2.73,19.823
2007-10-14,0.0,2.79,18.832
2007-10-15,0.0,2.39,17.89
2007-10-16,0.0,2.3,16.995
2007-10-17,2.6,2.46,16.146
2007-10-18,0.0,2.47,15.338
2007-10-19,0.0,2.91,14.571
2007-10-20,0.0,2.99,13.843
2007-10-21,0.0,2.67,13.151
2007-10-22,0.0,3.17,12.493
2007-10-23,0.0,3.17,11.869
2007-10-24,0.0,2.86,11.275
2007-10-25,0.0,2.56,10.711
2007-10-26,0.0,3.31,10.176
2007-10-27,0.0,2.84,9.667
2007-10-28,0.0,2.92,9.184
2007-10-29,0.0,2.81,8.724
2007-10-30,0.0,2.67,8.288
2007-10-31,3.4,2.52,7.874
2007-11-01,0.0,3.18,7.48
2007-11-02,0.0,2.78,7.106
2007-11-03,0.0,3.96,6.751
2007-11-04,0.0,2.75,6.413
2007-11-05,0.0,2.73,6.093
2007-11-06,0.0,3.29,5.788
2007-11-07,0.0,3.62,5.499
2007-11-08,0.0,3.21,5.224
2007-11-09,3.3,3.4,4.962
2007-11-10,0.0,2.7,4.714
2007-11-11,0.0,3.08,4.479
2007-11-12,0.0,3.0,4.255
2007-11-13,0.0,2.78,4.042
2007-11-14,0.0,3.42,3.84
2007-11-15,0.0,2.74,3.648
2007-11-16,0.0,3.05,3.465
2007-11-17,0.0,3.32,3.292
2007-11-18,0.0,3.27,3.128
2007-11-19,0.0,3.67,2.971
2007-11-20,0.0,3.68,2.823
2007-11-21,0.0,3.89,2.682
2007-11-22,19.1,3.88,2.547
2007-11-23,0.0,4.03,2.42
2007-11-24,3.5,3.72,2.299
2007-11-25,0.0,3.85,2.184
2007-11-26,0.0,3.95,2.075
2007-11-27,0.0,3.87,1.971
2007-11-28,0.0,3.75,1.873
2007-11-29,0.0,3.8,1.779
2007-11-30,0.0,3.7,1.69
2007-12-01,0.0,4.1,1.606
2007-12-02,0.0,3.99,1.525
2007-12-03,0.0,3.85,1.449
2007-12-04,0.0,3.89,1.377
2007-12-05,0.0,3.76,1.308
2007-12-06,0.0,4.46,1.242
2007-12-07,0.0,4.22,1.18
2007-12-08,0.0,3.98,1.121
2007-12-09,0.0,4.52,1.065
2007-12-10,15.9,4.15,1.012
2007-12-11,0.0,3.93,0.961
2007-12-12,0.0,4.7,0.913
2007-12-13,0.0,4.27,0.868
2007-12-14,0.0,4.34,0.824
2007-12-15,0.0,4.51,0.783
2007-12-16,0.0,4.88,0.744
2007-12-17,1.7,4.58,0.707
2007-12-18,0.0,4.26,0.671
2007-12-19,0.0,4.82,0.638
2007-12-20,0.0,4.55,0.606
2007-12-21,0.0,5.3,0.576
2007-12-22,0.0,4.77,0.547
2007-12-23,0.0,4.13,0.519
2007-12-24,0.0,4.95,0.493
2007-12-25,0.0,5.46,0.469
2007-12-26,0.0,5.39,0.445
2007-12-27,0.0,5.5,0.423
2007-12-28,0.0,4.68,0.402
2007-12-29,0.0,5.3,0.382
2007-12-30,0.0,4.85,0.363
2007-12-31,0.0,5.17,0.345
2008-01-01,0.0,4.76,0.327
2008-01-02,0.0,4.99,0.311
2008-01-03,0.0,5.01,0.295
2008-01-04,0.0,5.52,0.281
2008-01-05,0.0,5.53,0.267
2008-01-06,0.0,5.41,0.253
2008-01-07,0.0,4.95,0.241
2008-01-08,0.0,5.3,0.229
2008-01-09,0.0,5.2,0.217
2008-01-10,0.0,5.72,0.206
2008-01-11,0.0,5.85,0.196
2008-01-12,0.0,5.85,0.186
2008-01-13,0.0,5.34,0.177
2008-01-14,0.0,4.77,0.168
2008-01-15,0.0,5.1,0.16
2008-01-16,0.0,6.09,0.152
2008-01-17,0.7,5.57,0.144
2008-01-18,0.0,5.5,0.137
2008-01-19,0.0,6.25,0.13
2008-01-20,0.0,6.17,0.124
2008-01-21,0.0,5.82,0.117
